P01901859A0000|0 64|UDP-Gal:Gal beta 1----4GlcNAc alpha 1----3-galactosyltransferase
P09819421A0000|21 53|trans-peptidyl-prolyl isomerases
P10891286A0000|21 53|myosin light chain kinase family
P07948129A0297|21 50|chimeric long terminal repeat
P11375392T0000|21 50|human thioredoxin reductase 1
P10721726T0000|21 49|mouse thioredoxin reductases
P10747879A0607|21 47|CCR5 cis-regulatory region
P01577740A1111|21 46|mung bean and S1 nuclease
P07601445A0207|21 45|BAT1 translation product
P07890680A1193|21 44|core DNA polymerase III
P09891009T0000|21 44|mouse glycolate oxidase
P11087141A0977|21 43|alpha1,3GT transcripts
P00089778A0000|21 42|alpha 2-macroglobulin
P11207288A0897|21 42|YFV Ag-binding region
P11179689A0000|21 42|Sry like HMG box gene
P02789062A0000|21 42|human 4F2 heavy chain
P06185014A0642|21 42|complement factor C3c
P06319740A1331|21 41|gp54 structural gene
P09328341A1449|21 41|vit A2 consensus ERE
P08189498T0000|21 41|immediate-early gene
P02115572A1323|21 40|V lambda pseudogene
P10725382A0398|21 40|sos2 mutant alleles
P09286115T0000|21 40|trans-acting factor
P01331060A0768|21 39|calcineurin A gene
P07760790A0327|21 39|MEF2 reporter gene
P07832779A0719|21 38|endoglycosidase H
P11319098A0164|21 38|tryptophanyl tRNA
P08649440T0000|21 38|bovine IgG2--VIII
P08107167A0222|21 38|anti-B. turicatae
P10458907A0543|21 38|mouse Rad30b mRNA
P00481612A1121|21 37|opiate receptors
P09713990T0000|21 37|TP53 target gene
P07525843A0859|21 37|H-2d NP peptides
P08962614A0000|21 37|immunoglobulin E
P03335398A0568|21 37|immunoglobulin G
P07639703A1703|21 36|thyroid hormone
P08861955A0927|21 36|RCC1-like motif
P08754777A1214|21 35|T3R homodimers
P10792718T0000|21 35|AfsA homologue
P02209243A0237|21 34|serum albumin
P08491383A1291|21 34|alpha-subunit
P07590283A0820|21 33|chimeric TdT
P10190324A0000|21 33|elastin gene
P08643513A0361|21 33|rOC promoter
P01392012A0228|21 32|vasopressin
P07665187A0824|21 32|S1 nuclease
P00331128A0000|21 31|calcitonin
P09988682T0033|21 31|human cDNA
P08900296A0000|21 31|E-selectin
P08670853A0000|21 31|E-cadherin
P01904437A0000|21 30|metH gene
P08242861A0368|21 30|A alpha C
P06796300A0759|21 30|prolactin
P07499401A0444|21 29|hnRNPs H
P08099443A0359|21 29|dsRNA-PK
P02131652A0883|21 28|gastrin
P08806491A0542|21 28|ODV-E18
P10704853T0000|21 28|Bozozok
P09469415A1337|21 28|beta 2m
P08566751A0788|21 28|gHoxb-1
P08648665A1320|21 27|ORF E6
P11038366A1417|21 27|Pph21p
P09755191A0553|21 27|swa5-1
P10373523A0924|21 27|p50E4F
P11524015A0937|21 27|BZAP45
P11116131A0863|21 27|P2Y(11
P10441243A0443|21 27|leptin
P09718372T0000|21 27|MAPKKK
P02714852T0000|21 26|HLA-B
P08430095A0913|21 26|Smd1p
P10890911A0470|21 26|Smad3
P07528531A0904|21 26|G-CSF
P07500950A0000|21 26|trolC
P09710599A0310|21 26|ets-2
P07933076A0211|21 26|EBNA2
P09611234A0098|21 26|Mxi-1
P07797476A1001|21 26|TFIIF
P08892757T0000|21 26|Elk-3
P09760243A0970|21 26|ATF-2
P08407784A0850|21 26|recJ+
P08917435A0481|21 26|c-Jun
P03150015T0001|21 26|non-A
P07499252A0150|21 25|hGMR
P09806546A1270|21 25|RFX5
P08643646A0479|21 25|verA
P07521009A0377|21 25|pms2
P11566996A1391|21 25|uvrA
P07695629A0489|21 25|mds1
P09351823A0414|21 25|MAPK
P09710582A0535|21 25|AP-1
P09079928A1319|21 25|OxyR
P09726987T0000|21 25|GCN5
P09751114A0967|21 25|MyoD
P09199286A0086|21 25|mkh1
P10618645A0750|21 25|AP-1
P02293019A0000|21 24|ALP
P08212571A0597|21 24|tat
P08589735A0577|21 24|GUS
P08634420A1784|21 24|Epo
P07964458A0179|21 24|Bcg
P08676454A0731|21 24|Pra
P08776901A0000|21 24|chm
P11158236A0000|21 24|NGF
P08483479A1056|21 24|PTH
P08091669A0828|21 24|P35
P07890674A0916|21 24|APC
P09763446A0000|21 24|Ypt
P09584194A0000|21 24|Efs
P07519481A1275|21 24|pan
P08985122A0501|21 23|P1
P09638342T0000|21 23|L1
P01421390T0000|22 88|recombinant human granulocyte-macrophage colony-stimulating factor
P01986360A0000|22 65|interferon response element binding factors
P09169593T0000|22 61|mitogen-activated protein kinase kinase
P11069075T0000|22 61|Xenopus laevis CXC chemokine receptor 4
P10702253A0357|22 60|reverse transcriptase-polymerase chain
P10082554T0000|22 54|c-myc promoter binding protein 1
P07760841A0647|22 53|ADH2 upstream regulatory region
P09393875A0873|22 53|human papillomavirus late mRNAs
P09565576T0000|22 52|eukaryotic DNA topoisomerase I
P09813063T0000|22 52|murine phospholipase D homolog
P07719527T0000|22 51|recombinant hirudin CGP 39393
P11208017A0070|22 51|C2H2-type zinc finger protein
P08833653A0304|22 49|LIM domain homeobox protein
P07929560T0000|22 48|plakoglobin-binding domain
P09765394A1590|22 47|helicase-primase proteins
P09058378A1134|22 46|glucocorticoid receptors
P01464606A0344|22 45|alpha 5 beta 1 integrin
P07828600A0095|22 44|stage selector element
P09582953A1670|22 44|plasminogen, alpha 2AP
P02033038A0309|22 43|human E3 polypeptides
P10478848A0331|22 43|N-terminal AF1 domain
P00377466A0188|22 41|luteinizing hormone
P08876167A0322|22 41|DNA-binding subunit
P11028131T0000|22 40|interferon beta-1b
P11113201A1114|22 40|six-protein family
P10438950A0580|22 39|AND-34 transcript
P09794795A0183|22 38|receptor complex
P08183915A0000|22 37|105-kDa protein
P10026146A0680|22 37|RIalpha subunit
P01330077A0000|22 36|TCR beta) gene
P09155015A0140|22 36|protein kinase
P02034676A0267|22 36|rhombotin gene
P02595451A1136|22 35|aniridia gene
P11085267A0562|22 35|sconC3 mutant
P10400593A1084|22 35|Plac promoter
P07775428A0172|22 34|Ash-m and -s
P10694511A0570|22 34|yam8(+) cDNA
P09400613A0594|22 34|PKR(1-515)WT
P10508522A1598|22 34|TGF-beta RII
P10392900A1020|22 34|HIV promoter
P10413676A0595|22 33|FAK mutants
P10748125A0000|22 33|inhibitor-2
P07565104A0084|22 32|pilin gene
P08208540A0000|22 32|NFKB2 gene
P10825293T0000|22 32|N-cadherin
P08881036A0351|22 32|VL element
P03053713A0752|22 31|DPM1 gene
P10871045A1221|22 31|C/EBPbeta
P09792627A0441|22 31|NF-kappaB
P01724982A0237|22 30|anti-HCV
P01850127A0000|22 30|U2 snRNP
P08034680A0180|22 30|zeta PKC
P10021350A0093|22 30|Wingless
P08918464A0225|22 30|F3 pro-B
P09515032A1230|22 30|p21 mRNA
P03921727A0523|22 29|apo A-I
P09230894A0422|22 29|KmMig1p
P11469701A0377|22 29|insulin
P10543728A0358|22 29|cHa-ras
P09545638A1181|22 29|HRMT1L1
P10938109A1361|22 29|PKCbeta
P07651131A1407|22 29|DNase I
P07669351A1278|22 28|phi 29
P11709561T0000|22 28|anti-G
P10073940A0335|22 28|d-axin
P02679804A2000|22 27|ura10
P10531446A0203|22 27|ErbB2
P07490083A0000|22 27|CA V)
P10542269A0000|22 27|Abeta
P09837945A0820|22 27|Sop1p
P10333529A0277|22 27|Abeta
P08994832A0782|22 27|Apo-3
P10637230A0332|22 27|c-myc
P09486531A0638|22 27|HFH-8
P09535835A0279|22 27|mDia2
P08178446A1160|22 27|ICP10
P07623821A0649|22 27|HRF-1
P11058120A0256|22 27|IRF-2
P08383622T0000|22 27|NRF-2
P10090943A1426|22 27|CD79b
P10359014A1077|22 27|Fra-2
P01313909A0526|22 26|ICP0
P10669594A0969|22 26|AgfA
P09712898A0911|22 26|SAPK
P08406497A0000|22 26|FBN1
P10544037A0617|22 26|FZD9
P08021177A0000|22 26|entF
P10187864A1372|22 26|KCC3
P08001792A0284|22 26|git7
P09443972A1145|22 26|GKLF
P09139665A0784|22 26|PhLP
P09121433A0463|22 26|Smp1
P11331613A0827|22 26|pVHL
P10231026A0253|22 26|Elk1
P08978690A0262|22 26|Mec1
P11094087T0000|22 26|Rnd3
P10602502A0422|22 26|Tob2
P08954725A1175|22 26|Tbx6
P01552853A1377|22 26|virF
P10733569A0364|22 26|HSF1
P02493644A0588|22 25|jun
P10734312A0503|22 25|Shc
P07841663A0685|22 25|SOD
P07540773A0576|22 25|MBP
P09625762A0426|22 25|E1A
P09191052A0850|22 25|Pbx
P09639558A0957|22 25|C1q
P11457139A0604|22 25|CVN
P09629449A0540|22 25|ROS
P10597223A0339|22 25|Ras
P10557308A0000|22 25|KSR
P08620889A0771|22 25|G+C
P02509123A0371|22 25|IFN
P10215594A1728|22 25|LUC
P11071924A0588|22 25|SH2
P06316347A0852|22 25|rnh
P11121434A0915|22 25|Erk
P10606245A0906|22 25|cut
P09442172A0908|22 25|FSH
P00336354A0543|22 24|GH
P10918572A1547|22 24|WT
P06685643A0179|22 24|C4
P11275986A0091|22 24|E6
P02206858A0000|22 24|PC
P10521447A0606|22 23|B
P11050084A0000|23 71|peroxisome proliferator-activated receptor alpha
P07488247T0000|23 69|aryl hydrocarbon receptor nuclear translocator
P02983331T0000|23 64|endogenous corticotropin-releasing factor
P10805737T0000|23 64|mammalian translation initiation factor 5
P08955159A0000|23 60|(AC) N-acylsphingosine amidohydrolase
P02320008A0651|23 56|striated muscle alpha-tropomyosin
P08836032T0000|23 56|AcMNPV homologous region sequence
P09405685A0113|23 55|DNA binding transcription factor
P09046090T0000|23 52|transcription factor yTAFII60
P07514301A0000|23 51|RNA-dependent protein kinase
P07615541T0000|23 51|DNase-I hypersensitive sites
P09588228A0370|23 50|anticytokeratin 19 antibody
P11280799A1025|23 50|PTHrP1-34 and 1-86 peptides
P01280807A0575|23 49|MetRS/CAU operator complex
P01406630A0965|23 49|p65-selected kappa B motif
P08622893A0000|23 48|receptor tyrosine kinases
P03338154T0000|23 47|tumor-associated trypsin
P10835355A0225|23 47|zinc finger protein Gis1
P10625683A0091|23 47|protein tyrosine kinases
P01409581A0206|23 46|E26 virus-encoded v-ets
P09582953A0000|23 46|coagulation factor VIII
P03697971A0311|23 45|glutathione peroxidase
P08041362T0000|23 45|cysteine synthase cDNA
P09479498A0000|23 45|human RING-finger gene
P09321930A0567|23 45|tumor suppressor genes
P09925777A1195|23 44|hnRNP A1 binding site
P10771528T0036|23 43|alkaline phosphatase
P01633816A0667|23 42|4-kb EcoRI fragment
P01420363T0000|23 41|PEA3 binding sites
P08263933T0000|23 41|P-type ATPase gene
P02869125A0120|23 41|mu-opiate receptor
P01986241A0117|23 40|ACE1 gene product
P02527365T0000|23 40|mos protooncogene
P10799863T0000|23 40|metallopeptidases
P02123820A0000|23 40|monoamine oxidase
P09174049A1788|23 40|histone H1 kinase
P01554334A0000|23 39|gamma-interferon
P11325944A0511|23 39|full-length UhpB
P09223229A0565|23 39|human mb-1 genes
P11160929T0000|23 39|DNA-binding site
P09705324A1602|23 39|rat Std promoter
P07526609A0736|23 38|sigma 3 from S4
P09131139T0000|23 38|acetylhydrolase
P09058373A1620|23 38|a reporter gene
P10773951A0000|23 38|anti B antibody
P11297545A0948|23 38|human CHOP cDNA
P09623830A0000|23 38|botulinum toxin
P09267439A0000|23 38|ras superfamily
P09619631A0344|23 38|C. elegans cDNA
P04515631T0000|23 37|antithrombin 3
P08824585A0260|23 37|protein kinase
P10773667A0351|23 37|HMG20 proteins
P10628750T0000|23 37|nuclear factor
P10216161A1530|23 37|cytochromes bd
P05322558T0000|23 36|hemagglutinin
P10762348A0269|23 36|STAT proteins
P11438666A0555|23 36|mouse protein
P08912807A0411|23 36|deer receptor
P07651141A0265|23 36|p-gvpF-M mRNA
P08601616A0726|23 35|pds1 mutants
P10564495A0444|23 35|Opa proteins
P10397257A1142|23 35|CHR elements
P08522175A0306|23 34|human BTF3b
P02557217A0398|23 33|calcitonin
P10187842A1155|23 33|PPARgamma2
P10873387A0816|23 33|human gene
P10026211A0543|23 33|pDeltaCREC
P11525640A0560|23 33|ERK kinase
P07991582A1023b|23 33|yeast CEG1
P08702633A0164|23 33|Gbetagamma
P01321336A0731|23 32|ALF1 cDNA
P02831556A0173|23 32|alpha-MSH
P07609079A0387|23 32|HIV-1 LTR
P02195715T0000|23 32|protein C
P10702389A1148|23 32|p130 gene
P08294429A0153|23 31|hGH gene
P09641167A1359|23 31|TGF beta
P10827952A0158|23 31|TAFII250
P09642276A0881|23 31|caspases
P09799237A0624|23 31|Srf -/-)
P09789025A0149|23 31|Galpha13
P07835888A0402|23 30|XD gene
P09354757A1444|23 30|beta 1'
P08514766A0732|23 30|CDC42Ce
P01863768A0649|23 29|ORF113
P09447962A0452|23 29|rhis4l
P11071852A0297|23 29|SOCS-3
P01931966A0490|23 29|pADPRP
P01357528A0084|23 28|curli
P02123877A1452|23 28|c-fos
P07878029A0721|23 28|CBF-C
P10556089A0901|23 28|etr-1
P08710504A0995|23 28|Cat8p
P01426635A0496|23 28|ZFH-2
P09605137A0677|23 28|c-Jun
P10502402A0129|23 28|TRAIL
P08740416A0239|23 28|Seb1p
P01626430A1112|23 28|RAD16
P08874631A1133|23 28|HIV-1
P11472696A0387|23 28|CPIgG
P10727426A1280|23 28|PfPK6
P10439040A0658|23 28|eIF4E
P01766666A0788|23 27|rE12
P10972980A0295|23 27|mTOR
P02164585A0814|23 27|orfD
P07851758A0330|23 27|SAL6
P09743233A0526|23 27|AP-1
P11263664A1085|23 27|SIP1
P09880512A1251|23 27|Bmp2
P02839716A1907|23 27|E2-C
P09572990A0630|23 27|hSIE
P09973351A1522|23 27|DcuS
P08649403A0963|23 27|reg1
P08951815A0465|23 27|ASN2
P10022867A1069b|23 27|apn1
P08763953A0805|23 27|traF
P10022867A1069a|23 27|apn1
P10330134A0765|23 27|RFX1
P08663127A0697|23 27|KCC1
P10391246A0756|23 27|TAK1
P09380707A0714|23 27|LAZ3
P07563072A0773|23 27|lacZ
P00453780A0430|23 26|IgA
P02880841A0313|23 26|TF1
P09862343A0225|23 26|MR6
P09092493A0861|23 26|VIP
P11046148A0716|23 26|Syk
P02781567A0544|23 26|v/v
P09218459A0000|23 26|SRF
P09324988X0000|23 26|p21
P09099683A0000|23 26|DGK
P08544820T0000|23 26|EcR
P09029091A0881|23 26|TCR
P07174122A0000|23 26|SCK
P02176209A0954|23 26|EFI
P07865129A0293|23 26|CRE
P10666238A1322|23 26|E2F
P09142146A0887|23 26|PAF
P02669199A0000|23 26|TNF
P11469970A0873|23 26|SOD
P11250942A0626|23 26|VDR
P10940557A1687|23 26|CF1
P09729481A1177|23 26|Sp1
P10976413A0514|23 26|FSH
P08997532A0116|23 26|IgE
P07780738A0091|23 25|G1
P09272138A1153|23 25|CR
P10411139A0887|23 25|U6
P10650938T0000|23 25|ER
P11181525T0000|23 25|AR
P07784199A0000|23 25|rp
P07007591A0324|23 24|R
P09006051A1162|24 98|carboxyphosphonoenolpyruvate phosphonomutase of Streptomyces hygroscopicus
P09288916T0000|24 90|human intestinal N-benzoyl-L-tyrosyl-p-aminobenzoic acid hydrolase
P07791763T0000|24 72|amphibian insulin receptor substrate 1-like cDNA
P08430087A0467|24 60|recombinant beta and/or gamma chains
P09528792A0000|24 59|fibroblast growth factor receptor 2
P01281771T0000|24 58|human gene encoding cytokeratin 17
P08589358A0235|24 56|recombinant human erythropoietin
P09427627A0802|24 56|engineered PDGF receptor protein
P08139577T0000|24 55|yeast transcription factor IIIB
P09395525A0395|24 54|CCAAT/enhancer-binding protein
P07588633A0362|24 51|c-fos protooncogene product
P05781385T0000|24 50|phenolphthalein sulphatase
P10747782A0390|24 50|Swi4 DNA-protein complexes
P09255349A0836|24 50|GTPase activating proteins
P10195425T0000|24 50|transcription factor MTF-1
P11112700T0000|24 50|microtubule binding domain
P09368190A1053|24 50|upstream IRE-like sequence
P07747462A0332|24 50|prokaryotic RCR initiators
P09121424A0296|24 50|S. cerevisiae Swi3 homolog
P09535892A0000|24 49|heterotrimeric G proteins
P11062068T0000|24 49|mitogen-activated protein
P07546294A0000|24 48|Saccharomyces cerevisiae
P09837978T0093|24 47|c-Jun N-terminal kinase
P00866577A0579|24 46|plasminogen activators
P08763311A0189|24 46|alpha-1 adrenoreceptor
P02034655T0000|24 45|alpha 4 integrin gene
P09393966A0190|24 45|constant region genes
P07845672A0368|24 44|murine blk sequences
P09862481A0000|24 43|zinc finger protein
P10446206A0000|24 42|human presenilin-1
P09618475A0747|24 41|CTD-binding motif
P11557127A0991|24 41|Sp1 binding sites
P01837787T0000|24 40|full-length cDNA
P11390663A1400|24 40|gcn4Delta mutant
P03771670T0058|24 40|antithrombin III
P01968156T0000|24 39|botulinum toxin
P10526670A0236|24 39|actin filaments
P09490676A0800|24 39|recombinant Myb
P10668701A1311|24 39|APOE epsilon4/*
P08183915T0000|24 39|RNA transcripts
P08733123A0951|24 39|FRG1 transcript
P06152844T0000|24 38|growth hormone
P11413148A0573|24 38|Src homology 2
P08144470A0711|24 38|asgB480 allele
P07721878A1163|24 37|Fc epsilon R1
P07846942A0717|24 37|beta-receptor
P09169852A0235|24 37|pag-3 alleles
P10933732A0000|24 37|herpesvirus 8
P08524260A0835|24 37|bovine LTBP-2
P08212571A0971|24 36|rev proteins
P09822652A1118|24 36|HCK promoter
P03888621A0185|24 35|hydrogenase
P07988559A0836|24 35|RBP-J kappa
P09757012A0942|24 35|SAM domains
P08504932A0123|24 35|GATA factor
P09557682A0490|24 35|hGli2 alpha
P01661369A0825|24 34|strE genes
P08204824A0000|24 34|cyc07 gene
P09886843A0339|24 34|human gene
P09507032A1144|24 34|IRDelta960
P07844555A0406|24 34|E mu pim-1
P08816443A1674|24 33|ROK alpha
P09151152A0174|24 33|protein C
P09914500A0000|24 33|NF-kappaB
P11279086A1350|24 33|ADAM-TS12
P10082137A0262|24 33|IFN-gamma
P10526670A1828|24 33|caspase-1
P11431472A0540|24 33|Rab6A-GTP
P09436795A0350|24 33|protein S
P11024026A0133|24 33|arrestins
P07739542A1419|24 32|cyclin E
P08615012A0627|24 32|ie1 gene
P07857086A0949|24 31|Insulin
P08208618A1334|24 31|HR21Xap
P00385457A0187|24 30|pepsin
P09188863A0954|24 30|CDC25B
P09230307A0329|24 30|GATA-1
P05424220T0001|24 30|lipase
P08150970A0434|24 30|TSST-1
P11535832A0586|24 30|HDAC9a
P08794339A1162|24 30|IE2 86
P08774732A0271|24 30|zif268
P01309593A1092|24 29|UCRBP
P07705627A1107|24 29|Medea
P09724754A0173|24 29|STATs
P10819327T0000|24 29|KAP-1
P07523363A0440|24 29|HpaII
P09478976T0000|24 29|c-Fos
P10543730A0000|24 29|Ume3p
P09224655T0000|24 29|ClC-6
P10454533A0859|24 29|Hsc70
P10733591A0533|24 29|Cdc42
P07504712A0843|24 29|actin
P08919907A0763|24 29|VSF-1
P08464924A0243|24 29|eIF-5
P10325413A1211|24 29|c-Abl
P10393422A0476|24 29|LAMB2
P08601806A0875|24 29|RPF-1
P02233729A1065|24 28|Dhfr
P02868446A0184|24 28|CTDs
P09915860A0000|24 28|pgp2
P09023378A0959|24 28|CBF1
P08497280A0266|24 28|SWI4
P10377438A0647|24 28|UBC9
P10430944A1298|24 28|STAT
P08649372A0755|24 28|Mbp1
P09000049A1341|24 28|Sin3
P09736697A1107|24 28|IL-6
P03987818A0440|24 28|AP-A
P11101847A0159|24 28|E2F1
P00603783A0647|24 27|IgM
P08655497A0000|24 27|cmr
P10036191A0000|24 27|MiT
P10049357A0608|24 27|Ski
P11238884A0892|24 27|dlg
P08628254A0665|24 27|Jun
P09418871A0620|24 27|DDB
P09236224A0939|24 27|p21
P10684069A0508|24 27|MIP
P09261155A0833|24 27|PTB
P09478921A0126|24 27|abl
P11416012A1982|24 27|PKA
P09341193A0362|24 27|Sp3
P02002511A0637|24 26|PB
P09703213A0280|24 26|D1
P09331864A0230|24 26|E2
P10563212A0514|24 26|SF
P07592706A1465|24 26|HL
P07958898A1050|24 25|S
P10684304A1242|24 25|U
P07642544A0868|25 65|human protein-tyrosine phosphatase alpha
P08051102A0532|25 62|rAC-st myosin light chain phosphatase
P11181516A0119|25 61|insulin promoter-reporter constructs
P10729220A0000|25 60|human insulin-like growth factor II
P09710599T0000|25 58|mitogen-activated protein kinases
P11145562A0000|25 58|type 1 insulin-like growth factor
P01917943A0621a|25 57|sMtCK genomic upstream sequences
P09525891T0000|25 57|pbx homeodomain protein families
P01917943A0621b|25 57|sMtCK genomic upstream sequences
P08097732A0000|25 54|ectoderm-specific Spec2a gene
P06685004A0000|25 53|sex-hormone-binding globulin
P07945937A0358|25 53|zebrafish egr1 coding region
P07922709T0000|25 53|hematopoietic growth factors
P02586513A0622|25 52|1,859-residue ama-1 product
P01588913A0000|25 51|Escherichia coli dnaA gene
P00792847A0000|25 48|antilymphocyte globulin
P09584179A0673|25 48|zinc finger protein Ttk
P08771787T0000|25 46|a leucine-rich repeat
P10574913A1108|25 46|GRK-mediated receptor
P07903670A1202|25 45|alpha 1-tubulin gene
P08090767A0000|25 45|DNA polymerase delta
P01690812A0000|25 44|ribosomal DNA (rDNA
P01692962A0980|25 44|chimeric alpha i(54
P10540292A1179|25 44|spv virulence genes
P10702926T0089|25 44|monoclonal antibody
P04328746T0073|25 43|cytochrome oxidase
P10764802A1258|25 43|alpha-helix domain
P07579328A1345|25 43|DNA binding domain
P08144615A0533|25 43|endoprotease Asp-N
P08583846A0807|25 43|beta-2 transferrin
P00557559A0170|25 42|alpha-(3-methyl-2
P09311810A0814|25 42|cyclin D3 protein
P10913172A0442|25 42|NTP-binding motif
P09892736A0343|25 42|C-terminal region
P08893822A0560|25 42|3.1-kb PWP2H cDNA
P11160732A0464|25 42|envelope proteins
P07798134T0000|25 42|Neurospora crassa
P03110801A0532|25 41|plasma prolactin
P08036004A0292|25 41|class I enhancer
P07538173A0307|25 41|DNA-RNA helicase
P09798068A0290|25 41|full-length cDNA
P08914522A0118|25 41|a protein kinase
P09162097A0776|25 41|MAdCAM-1 variant
P07490079T0000|25 38|human homolog
P09144195A1051|25 38|PS1 fragments
P08196607A0280|25 38|ICL1 promoter
P08683983A0785|25 37|70 D protein
P10407184A0149|25 37|betaAPP gene
P09840943A0144|25 37|human cyclin
P07765118A0967|25 36|ACC-oxidase
P11283256A0258|25 36|native MRCK
P09218775A1229|25 36|cysB mutant
P10748113A0187|25 36|RIM protein
P08122364A0954|25 36|pCD41 ORF-A
P09427844A0739|25 36|dAK subunit
P08113736A0309|25 35|CRSV RNA-1
P11070007A0136|25 35|EBNA genes
P09763446A0000|25 35|Rab family
P09468509A0463|25 35|F2771 cDNA
P00589073A0000|25 34|prolactin
P01447189A1546|25 34|RNK-Met-1
P09741783A0000|25 34|aromatase
P06750608A1442|25 34|lts genes
P10101159A0742|25 34|SOC1 gene
P02209605A0510|25 34|MSAS gene
P08473731A0149|25 34|B29 genes
P09864141A0528|25 34|Stat3beta
P03682805A0375|25 33|globulin
P09402139A1121|25 33|hIGFBP-1
P07887226A0858|25 33|ferritin
P02198259A0685|25 32|N- or C
P06341139A0213|25 32|insulin
P06346427A0000|25 32|insulin
P09770415A0139|25 32|THOV NP
P09414319A1442|25 31|Y15171
P10501969A1329|25 31|GATA-5
P02680843A0724|25 30|RS 86
P09314537A1600|25 30|EBP50
P10532354A1374|25 30|Anu2p
P10954525A1161|25 30|Tax I
P10429946A0988|25 30|B-Myb
P09209372A0345|25 30|AML1a
P09267431A0000|25 30|SPK-3
P02885517T0000|25 30|non-A
P10187798A1098|25 30|DAP-1
P09341192T0000|25 30|GLUT4
P01334493A0289|25 29|HGFr
P08223613A0105|25 29|TPS1
P02209540A1362|25 29|Ets2
P10225945A0436|25 29|MAD2
P08662852A1297|25 29|GRK2
P08816483A0869|25 29|SIC1
P11283014A0921|25 29|WASP
P09233772A0136|25 29|p532
P08566773A1023|25 29|CTS2
P01688841A0430|25 29|ipaB
P11121490A0000|25 29|CHOP
P10320579A1831|25 29|FliT
